,bedrooms,bathrooms,sqft_living,sqft_lot,floors,yr_built,zipcode,price,price_per_sqftlot,area_per_bhk
12954,2,1,760,4000,1.0,1950,98108,265000.0,66.25,2000.0
12955,3,2,1720,5525,1.0,1941,98108,500000.0,90.49773755656109,1841.6666666666667
12956,2,1,1210,4800,1.0,1950,98108,380000.0,79.16666666666667,2400.0
12957,4,2,1850,6480,1.0,1958,98108,400000.0,61.72839506172839,1620.0
12958,3,2,1400,6000,1.0,1919,98108,337000.0,56.166666666666664,2000.0
12959,5,3,2540,5022,1.0,1955,98108,531000.0,105.73476702508961,1004.4
12960,2,1,1080,2674,1.0,1919,98108,315000.0,117.80104712041884,1337.0
12963,3,3,1530,2890,2.0,2001,98108,320000.0,110.72664359861592,963.3333333333334
12964,5,2,2190,8316,1.0,1961,98108,437000.0,52.54930254930255,1663.2
12965,3,3,2220,8227,1.5,1929,98108,569000.0,69.16251367448645,2742.3333333333335
12966,2,1,670,4500,1.0,1905,98108,157500.0,35.0,2250.0
12967,2,1,1000,4776,1.0,1942,98108,332000.0,69.5142378559464,2388.0
12968,4,3,2470,7200,1.0,1940,98108,525000.0,72.91666666666667,1800.0
12969,4,2,1390,4500,1.5,1908,98108,425000.0,94.44444444444444,1125.0
12970,3,1,1790,6000,1.5,1937,98108,425000.0,70.83333333333333,2000.0
12972,3,1,1070,4000,1.0,1971,98108,385000.0,96.25,1333.3333333333333
12973,5,3,2440,4750,1.0,2006,98108,495000.0,104.21052631578948,950.0
12976,3,2,2020,7260,1.5,1926,98108,317000.0,43.66391184573003,2420.0
12977,3,2,1360,4998,1.0,1968,98108,445000.0,89.03561424569828,1666.0
12978,3,1,1850,5775,2.0,1928,98108,330000.0,57.142857142857146,1925.0
12981,3,2,1960,5000,1.0,1911,98108,415000.0,83.0,1666.6666666666667
12985,4,2,1620,4600,2.0,1909,98108,375000.0,81.52173913043478,1150.0
12988,3,1,1020,6000,1.5,1900,98108,337500.0,56.25,2000.0
12989,3,2,2110,4800,1.0,1956,98108,445000.0,92.70833333333333,1600.0
12990,2,1,840,4000,1.0,1942,98108,275000.0,68.75,2000.0
12991,4,3,2330,3497,2.0,2003,98108,490000.0,140.12010294538175,874.25
12992,3,2,1820,6000,1.0,1964,98108,455850.0,75.975,2000.0
12994,3,2,3020,6000,3.0,1994,98108,439000.0,73.16666666666667,2000.0
12995,3,3,1660,2890,2.0,2001,98108,330000.0,114.18685121107266,963.3333333333334
12996,3,2,1840,4030,1.0,1925,98108,457500.0,113.52357320099256,1343.3333333333333
12997,4,3,2860,5724,1.0,1983,98108,390000.0,68.13417190775681,1431.0
12999,3,2,1030,6969,1.0,1921,98108,345000.0,49.504950495049506,2323.0
13000,2,1,1380,5000,1.0,1943,98108,268000.0,53.6,2500.0
13001,3,4,1900,4805,2.0,1999,98108,385000.0,80.12486992715921,1601.6666666666667
13002,2,2,1960,4018,1.0,1950,98108,395000.0,98.30761572921851,2009.0
13003,6,3,2510,5310,1.0,1944,98108,440000.0,82.86252354048965,885.0
13004,2,2,1740,5100,1.0,1915,98108,205000.0,40.19607843137255,2550.0
13005,4,3,1810,5012,2.0,1997,98108,400000.0,79.80845969672785,1253.0
13006,5,2,2460,6846,1.5,1911,98108,445000.0,65.00146070698219,1369.2
13010,2,1,1800,5182,1.0,1942,98108,334998.0,64.64646854496334,2591.0
13011,4,2,2310,5004,1.0,1994,98108,440000.0,87.92965627498002,1251.0
13012,6,4,2280,5275,1.0,1998,98108,449500.0,85.2132701421801,879.1666666666666
13013,3,1,2010,6000,1.0,1967,98108,350000.0,58.333333333333336,2000.0
13014,3,2,1660,5070,2.0,1950,98108,491000.0,96.84418145956607,1690.0
13015,2,1,860,4320,1.0,1925,98108,250000.0,57.870370370370374,2160.0
13017,3,2,2090,6258,1.0,1956,98108,350000.0,55.92841163310962,2086.0
13018,2,3,1240,1546,2.0,2007,98108,330000.0,213.45407503234154,773.0
13019,4,4,2220,3797,1.5,1917,98108,392000.0,103.23939952594154,949.25
13020,2,1,750,4000,1.0,1933,98108,425000.0,106.25,2000.0
13023,3,3,2220,5000,2.0,1993,98108,400000.0,80.0,1666.6666666666667
13024,3,3,1880,5290,1.0,1974,98108,355000.0,67.10775047258979,1763.3333333333333
13025,2,2,2070,5432,2.0,1951,98108,500000.0,92.04712812960236,2716.0
13026,2,1,840,4200,1.0,1938,98108,208417.0,49.62309523809524,2100.0
13028,3,2,1640,7333,1.0,1941,98108,560000.0,76.36710759579981,2444.3333333333335
13029,3,2,2660,5511,1.0,1948,98108,467000.0,84.73961168571947,1837.0
13031,4,3,2870,7200,2.0,2008,98108,577288.0,80.17888888888889,1800.0
13032,2,1,900,3400,1.0,1905,98108,191000.0,56.1764705882353,1700.0
13033,2,1,760,4000,1.5,1910,98108,380000.0,95.0,2000.0
13034,4,2,2430,5481,1.0,1953,98108,402000.0,73.34428024083196,1370.25
13035,4,3,2240,5624,1.0,1961,98108,469000.0,83.39260312944523,1406.0
13036,4,3,1940,5414,2.0,1997,98108,420000.0,77.57665312153675,1353.5
13037,3,2,1190,7840,1.5,1918,98108,311000.0,39.66836734693877,2613.3333333333335
13038,4,4,2710,5722,2.0,1997,98108,539500.0,94.28521495980426,1430.5
13042,2,2,1620,3640,1.0,1929,98108,355000.0,97.52747252747253,1820.0
13043,3,1,1630,5000,1.0,1954,98108,320000.0,64.0,1666.6666666666667
13044,3,2,1200,4500,1.0,1906,98108,430000.0,95.55555555555556,1500.0
13045,3,2,1410,4303,1.5,1900,98108,415000.0,96.44434115733209,1434.3333333333333
13047,4,2,1450,5456,1.0,1951,98108,393000.0,72.0307917888563,1364.0
13048,3,1,1330,5850,1.0,1954,98108,320000.0,54.7008547008547,1950.0
13049,2,1,1170,5043,1.0,1949,98108,324800.0,64.40610747570891,2521.5
13053,4,2,3520,4933,1.5,1929,98108,589500.0,119.50131765659842,1233.25
13056,4,2,1710,9996,1.0,1950,98108,380000.0,38.015206082432975,2499.0
13058,3,2,1130,7500,1.5,1908,98108,315450.0,42.06,2500.0
13060,3,2,1840,5101,1.0,1952,98108,411715.0,80.71260537149578,1700.3333333333333
13061,3,2,2120,6290,1.0,1949,98108,440000.0,69.9523052464229,2096.6666666666665
13063,2,2,1650,4000,1.0,1947,98108,355000.0,88.75,2000.0
13066,3,2,1590,3056,2.0,2001,98108,310000.0,101.43979057591623,1018.6666666666666
13067,4,3,2940,5763,1.0,1955,98108,640000.0,111.05327086586847,1440.75
13069,1,1,800,2480,1.0,1919,98108,267000.0,107.66129032258064,2480.0
13070,5,3,3670,9600,1.0,1955,98108,605000.0,63.020833333333336,1920.0
13071,2,1,670,5600,1.0,1903,98108,235000.0,41.964285714285715,2800.0
13072,2,1,930,4000,1.0,1943,98108,269500.0,67.375,2000.0
13073,2,2,2010,3797,1.5,1922,98108,400000.0,105.34632604687911,1898.5
13074,5,3,2720,8120,1.0,1970,98108,429000.0,52.83251231527094,1624.0
13077,2,1,770,2191,1.0,1937,98108,252500.0,115.24418073938841,1095.5
13079,5,3,2360,3873,2.0,2006,98108,569900.0,147.14691453653498,774.6
13080,3,2,2020,2750,2.0,2008,98108,430000.0,156.36363636363637,916.6666666666666
13081,2,2,1270,1916,2.0,2012,98108,340000.0,177.45302713987473,958.0
13082,4,3,2670,5001,1.0,2013,98108,500000.0,99.98000399920016,1250.25
13083,3,2,1970,2377,2.0,2008,98108,415000.0,174.58981909970552,792.3333333333334
13084,3,3,2330,4284,2.0,2004,98108,453000.0,105.74229691876751,1428.0
13085,3,2,1430,2343,2.0,2012,98108,439000.0,187.3666239863423,781.0
13087,2,2,1270,1685,2.0,2012,98108,335000.0,198.81305637982197,842.5
13089,4,3,2540,5001,2.0,2005,98108,487000.0,97.38052389522096,1250.25
13090,3,3,2100,5060,2.0,2006,98108,477000.0,94.26877470355731,1686.6666666666667
13091,2,2,1110,1773,2.0,2014,98108,229800.0,129.61082910321488,886.5
13092,3,3,1650,4929,2.0,2007,98108,440000.0,89.26759991884764,1643.0
13093,4,3,2840,4000,2.0,2014,98108,535000.0,133.75,1000.0
13094,4,1,2550,4000,2.0,1905,98109,890000.0,222.5,1000.0
13095,3,1,1180,3400,1.5,1907,98109,610000.0,179.41176470588235,1133.3333333333333
13097,2,2,1000,1760,1.0,1924,98109,453500.0,257.67045454545456,880.0
13098,3,3,1940,4000,1.5,1906,98109,725000.0,181.25,1333.3333333333333
13100,3,1,1500,2555,2.0,1910,98109,707500.0,276.9080234833659,851.6666666666666
13102,5,3,2560,5618,1.5,1923,98109,1175000.0,209.1491634033464,1123.6
13103,1,1,630,1362,1.0,1943,98109,430000.0,315.712187958884,1362.0
13104,2,2,1560,1750,1.0,1904,98109,494400.0,282.51428571428573,875.0
13105,4,2,2410,6000,1.5,1911,98109,1440000.0,240.0,1500.0
13106,3,3,1980,2975,3.0,1993,98109,736000.0,247.39495798319328,991.6666666666666
13107,3,2,1140,4800,1.5,1915,98109,716000.0,149.16666666666666,1600.0
13109,3,2,1880,3000,1.0,1931,98109,710000.0,236.66666666666666,1000.0
13110,4,2,1950,5950,1.0,1947,98109,895000.0,150.42016806722688,1487.5
13112,3,2,1410,3600,1.0,1906,98109,626700.0,174.08333333333334,1200.0
13113,3,3,2000,1950,3.0,2005,98109,755000.0,387.1794871794872,650.0
13114,3,3,2200,3000,2.0,2002,98109,740000.0,246.66666666666666,1000.0
13115,4,3,2430,6325,2.0,1919,98109,990000.0,156.52173913043478,1581.25
13117,2,1,970,3400,1.0,1924,98109,546000.0,160.58823529411765,1700.0
13118,7,5,6210,8856,2.5,1910,98109,3200000.0,361.3369467028004,1265.142857142857
13119,4,3,3730,7071,3.0,1985,98109,1775000.0,251.0253146655353,1767.75
13120,3,2,1660,3190,1.5,1919,98109,658000.0,206.26959247648904,1063.3333333333333
13121,4,3,3100,3900,2.0,1923,98109,1450000.0,371.79487179487177,975.0
13125,3,3,2130,3545,3.0,1990,98109,1065000.0,300.4231311706629,1181.6666666666667
13126,3,1,1630,3200,1.5,1912,98109,925000.0,289.0625,1066.6666666666667
13127,3,2,2590,3750,1.5,1904,98109,885000.0,236.0,1250.0
13128,3,1,1370,5250,1.0,1939,98109,655000.0,124.76190476190476,1750.0
13129,3,2,2680,4775,2.0,1913,98109,1355000.0,283.7696335078534,1591.6666666666667
13130,3,2,1840,2310,1.0,1914,98109,650000.0,281.38528138528136,770.0
13131,3,3,2490,4000,2.0,1918,98109,1145000.0,286.25,1333.3333333333333
13134,4,3,3260,4500,2.0,1930,98109,1280000.0,284.44444444444446,1125.0
13136,4,4,2400,3520,1.0,1924,98109,885000.0,251.42045454545453,880.0
13137,2,1,1120,2000,1.5,1910,98109,524000.0,262.0,1000.0
13138,4,3,3480,6000,3.0,2014,98109,1850000.0,308.3333333333333,1500.0
13139,5,3,2810,6000,2.5,1907,98109,1169000.0,194.83333333333334,1200.0
13140,4,2,1880,3720,1.5,1924,98109,860000.0,231.18279569892474,930.0
13141,3,3,2170,2738,1.5,1930,98109,848000.0,309.71512052593135,912.6666666666666
13142,4,2,2740,4000,2.0,1905,98109,1105000.0,276.25,1000.0
13144,3,2,2390,2750,2.0,1925,98109,915000.0,332.72727272727275,916.6666666666666
13146,4,3,3240,3600,2.0,2008,98109,1220000.0,338.8888888888889,900.0
13147,4,4,3520,3944,1.5,1913,98109,1220000.0,309.3306288032454,986.0
13149,3,1,1040,4480,1.0,1924,98109,642000.0,143.30357142857142,1493.3333333333333
13151,3,2,2190,3800,1.5,1923,98109,988000.0,260.0,1266.6666666666667
13152,3,2,1890,5000,1.5,1929,98109,826000.0,165.2,1666.6666666666667
13153,4,4,4960,6000,2.5,1909,98109,1425000.0,237.5,1500.0
13155,3,1,2230,3200,2.0,1918,98109,770000.0,240.625,1066.6666666666667
13157,2,1,1090,3160,1.0,1926,98109,474000.0,150.0,1580.0
13158,3,3,2260,4000,2.0,1956,98109,705000.0,176.25,1333.3333333333333
13160,2,1,1130,2640,1.0,1927,98109,631500.0,239.20454545454547,1320.0
13161,4,3,2240,6000,1.5,1914,98109,1190000.0,198.33333333333334,1500.0
13162,3,2,1980,4000,2.0,1919,98109,707000.0,176.75,1333.3333333333333
13163,2,2,1200,1867,1.0,1924,98109,478000.0,256.02570969469735,933.5
13164,4,3,3770,4103,2.0,1925,98109,1450000.0,353.39995125517913,1025.75
13165,2,3,1611,2210,2.0,2005,98109,850000.0,384.61538461538464,1105.0
13166,3,3,1510,2064,2.0,2008,98109,675000.0,327.0348837209302,688.0
13169,3,3,3530,4920,2.0,2015,98109,1550000.0,315.0406504065041,1640.0
13171,3,1,1660,4400,1.5,1911,98112,780000.0,177.27272727272728,1466.6666666666667
13172,3,2,1920,3300,1.0,1913,98112,725000.0,219.6969696969697,1100.0
13173,2,3,1230,1391,2.0,2004,98112,490000.0,352.2645578720345,695.5
13174,4,2,4760,8036,2.5,1916,98112,2250000.0,279.99004479840715,2009.0
13175,3,2,1370,3850,1.0,1911,98112,850000.0,220.7792207792208,1283.3333333333333
13176,5,4,4860,9453,1.5,1905,98112,2250000.0,238.01967629324025,1890.6
13178,2,1,1060,4228,1.0,1906,98112,515000.0,121.8070009460738,2114.0
13182,4,2,2120,3360,2.0,1905,98112,1200000.0,357.14285714285717,840.0
13183,2,1,790,4000,1.0,1908,98112,169317.0,42.32925,2000.0
13184,4,4,3400,3850,2.5,2008,98112,1198000.0,311.16883116883116,962.5
13185,2,1,1040,3600,1.0,1919,98112,600000.0,166.66666666666666,1800.0
13186,4,2,3180,6105,2.0,1905,98112,1315000.0,215.3972153972154,1526.25
13187,4,4,4490,7623,2.0,1941,98112,1715000.0,224.97704315886133,1905.75
13188,3,2,1660,4800,2.0,1906,98112,625000.0,130.20833333333334,1600.0
13190,3,3,2070,4944,2.0,1930,98112,1250000.0,252.83171521035598,1648.0
13193,4,3,2850,3000,2.5,2003,98112,1185000.0,395.0,750.0
13194,4,2,2940,5735,1.0,1957,98112,1600000.0,278.9886660854403,1433.75
13195,2,3,2210,4440,2.0,1931,98112,820000.0,184.6846846846847,2220.0
13196,2,3,2560,2500,2.0,1901,98112,780000.0,312.0,1250.0
13197,3,2,1480,2700,1.5,1928,98112,856000.0,317.037037037037,900.0
13199,2,2,1450,2272,1.0,1924,98112,524000.0,230.6338028169014,1136.0
13200,4,3,2470,4760,1.5,1906,98112,1325000.0,278.3613445378151,1190.0
13201,3,2,1940,4000,1.5,1915,98112,728000.0,182.0,1333.3333333333333
13202,4,3,3020,4950,1.5,1921,98112,975000.0,196.96969696969697,1237.5
13204,4,2,2870,6000,1.0,1951,98112,1265000.0,210.83333333333334,1500.0
13205,4,3,3660,5800,2.5,1909,98112,1506000.0,259.6551724137931,1450.0
13206,3,3,3020,6073,2.0,1954,98112,1400000.0,230.52856907623908,2024.3333333333333
13207,2,1,1790,4000,1.0,1923,98112,710000.0,177.5,2000.0
13208,3,2,2200,2880,2.0,1904,98112,885000.0,307.2916666666667,960.0
13210,4,4,3070,5850,2.0,1927,98112,1570000.0,268.37606837606836,1462.5
13211,3,1,1210,3720,2.0,1930,98112,640000.0,172.04301075268816,1240.0
13213,4,3,2460,5000,2.0,1938,98112,965000.0,193.0,1250.0
13214,4,3,2350,4675,2.0,1923,98112,880000.0,188.23529411764707,1168.75
13215,3,4,2050,2020,2.0,2006,98112,761000.0,376.73267326732673,673.3333333333334
13217,2,2,1940,4400,1.0,1923,98112,790000.0,179.54545454545453,2200.0
13218,3,3,3150,5520,1.5,1925,98112,1206500.0,218.56884057971016,1840.0
13219,2,2,1600,4000,1.0,1918,98112,690000.0,172.5,2000.0
13221,4,3,1700,4418,2.0,1931,98112,950000.0,215.02942507922137,1104.5
13222,4,2,2100,3671,1.5,1929,98112,840000.0,228.8204848815037,917.75
13223,5,4,4690,8208,2.0,1926,98112,2048000.0,249.51267056530213,1641.6
13224,4,3,1940,4875,2.0,1925,98112,1151250.0,236.15384615384616,1218.75
13225,3,2,2560,4000,1.5,1927,98112,1085000.0,271.25,1333.3333333333333
13227,2,2,1660,4000,1.0,1940,98112,765000.0,191.25,2000.0
13228,3,3,2740,5925,2.0,1913,98112,1157400.0,195.34177215189874,1975.0
13229,3,2,2350,5700,1.5,1939,98112,770000.0,135.08771929824562,1900.0
13231,2,1,700,3400,1.0,1946,98112,399000.0,117.3529411764706,1700.0
13232,3,2,2050,3933,1.0,1926,98112,724800.0,184.28680396643784,1311.0
13233,4,2,2870,6280,1.5,1905,98112,1325000.0,210.98726114649682,1570.0
13234,4,2,1850,3600,2.0,1929,98112,920000.0,255.55555555555554,900.0
13235,4,4,5860,7200,2.0,1907,98112,2400000.0,333.3333333333333,1800.0
13236,2,3,1740,2500,2.0,1994,98112,650000.0,260.0,1250.0
13237,3,2,2510,3600,2.5,1907,98112,675000.0,187.5,1200.0
13239,3,2,2250,2975,2.0,1905,98112,950000.0,319.327731092437,991.6666666666666
13240,3,2,1840,2825,1.0,1920,98112,750000.0,265.4867256637168,941.6666666666666
13241,5,2,4200,5800,2.5,1906,98112,1335000.0,230.17241379310346,1160.0
13242,2,1,1200,2500,2.0,1927,98112,508000.0,203.2,1250.0
13245,4,3,3560,4000,3.0,1996,98112,1045000.0,261.25,1000.0
13246,4,3,2790,5450,2.0,1925,98112,1160000.0,212.8440366972477,1362.5
13247,6,5,4800,9097,2.0,2007,98112,1975000.0,217.10453995822797,1516.1666666666667
13249,3,1,2050,4800,2.0,1922,98112,1025000.0,213.54166666666666,1600.0
13251,3,2,2650,5512,2.0,1984,98112,1050000.0,190.4934687953556,1837.3333333333333
13254,3,2,1720,4200,2.0,1908,98112,713500.0,169.88095238095238,1400.0
13255,4,3,3050,6179,2.0,1926,98112,1475000.0,238.71176565787343,1544.75
13256,4,4,1800,6400,2.0,1984,98112,958000.0,149.6875,1600.0
13258,4,3,4460,6833,2.0,1955,98112,1910000.0,279.52583052831847,1708.25
13259,3,2,1620,5500,1.0,1950,98112,680000.0,123.63636363636364,1833.3333333333333
13260,3,2,1670,5400,2.0,1912,98112,985000.0,182.40740740740742,1800.0
13261,4,3,2800,6874,2.0,1990,98112,883000.0,128.45504800698282,1718.5
13262,4,3,2660,4600,1.5,1906,98112,1234000.0,268.2608695652174,1150.0
13263,3,2,2180,4200,1.5,1939,98112,727000.0,173.0952380952381,1400.0
13266,3,2,2360,4800,2.0,1909,98112,1755000.0,365.625,1600.0
13267,4,2,3960,8640,2.0,1925,98112,1395710.0,161.54050925925927,2160.0
13268,2,1,1010,3885,1.5,1906,98112,500000.0,128.7001287001287,1942.5
13269,3,3,2640,4050,1.5,1926,98112,1100000.0,271.60493827160496,1350.0
13271,4,2,2920,6513,2.0,1937,98112,1738000.0,266.8509135575004,1628.25
13272,4,3,2250,3433,1.5,1927,98112,1050000.0,305.85493737256047,858.25
13275,2,1,1430,3000,1.5,1929,98112,620000.0,206.66666666666666,1500.0
13277,2,2,1690,4200,2.0,1906,98112,462500.0,110.11904761904762,2100.0
13278,4,3,3940,4407,2.0,1921,98112,1197000.0,271.6133424098026,1101.75
13279,3,3,2560,3600,2.0,1967,98112,1399000.0,388.6111111111111,1200.0
13280,4,3,3030,5164,1.5,1925,98112,1350000.0,261.42525174283503,1291.0
13281,3,2,1540,3600,2.0,1900,98112,850000.0,236.11111111111111,1200.0
13282,2,1,820,4200,1.0,1980,98112,480000.0,114.28571428571429,2100.0
13284,2,1,1150,4400,1.0,1905,98112,463000.0,105.22727272727273,2200.0
13285,3,2,2140,4800,2.0,1905,98112,998500.0,208.02083333333334,1600.0
13286,3,4,2380,3600,1.5,1927,98112,695000.0,193.05555555555554,1200.0
13287,6,3,3510,5760,2.5,1906,98112,1750000.0,303.81944444444446,960.0
13288,4,3,2500,5801,1.5,1926,98112,1142000.0,196.86260989484572,1450.25
13290,5,3,3680,6060,2.0,1925,98112,1850000.0,305.28052805280527,1212.0
13292,5,4,4590,11265,2.0,1927,98112,3000000.0,266.31158455392807,2253.0
13293,4,2,2970,5400,2.5,1900,98112,1260000.0,233.33333333333334,1350.0
13294,4,2,1890,5940,1.0,1963,98112,940000.0,158.24915824915826,1485.0
13295,4,2,2000,3728,1.5,1926,98112,1350000.0,362.1244635193133,932.0
13296,3,2,2560,4800,1.0,1911,98112,747000.0,155.625,1600.0
13297,4,3,3370,8402,1.0,1962,98112,2300000.0,273.7443465841466,2100.5
13298,4,2,1830,7200,2.0,1923,98112,1250000.0,173.61111111111111,1800.0
13300,4,3,4190,8805,2.5,1928,98112,2546000.0,289.15388983532085,2201.25
13301,4,4,3170,4000,2.0,1999,98112,1125000.0,281.25,1000.0
13302,3,2,2090,5015,1.5,1920,98112,785000.0,156.53040877367897,1671.6666666666667
13303,4,3,3020,4000,1.5,1927,98112,1272000.0,318.0,1000.0
13304,4,2,3260,4640,2.0,1907,98112,1328000.0,286.2068965517241,1160.0
13307,3,3,2480,3240,1.5,1929,98112,690000.0,212.96296296296296,1080.0
13308,3,2,2550,4089,2.0,1983,98112,834000.0,203.96184886280264,1363.0
13310,4,2,3780,5160,2.0,1907,98112,1400000.0,271.3178294573643,1290.0
13311,7,3,5350,14400,2.5,1910,98112,2885000.0,200.34722222222223,2057.1428571428573
13312,6,3,3560,6480,2.5,1914,98112,1500000.0,231.4814814814815,1080.0
13315,6,2,2930,4320,2.0,1913,98112,1225000.0,283.56481481481484,720.0
13316,3,2,2460,4800,1.0,1938,98112,960000.0,200.0,1600.0
13317,2,1,910,2002,1.5,1900,98112,600000.0,299.7002997002997,1001.0
13319,2,2,1790,4250,1.0,1915,98112,721000.0,169.64705882352942,2125.0
13320,2,3,1430,1425,2.0,2006,98112,465000.0,326.3157894736842,712.5
13322,5,3,2840,6240,2.0,1905,98112,1425000.0,228.3653846153846,1248.0
13323,3,2,1600,4400,1.0,1941,98112,690000.0,156.8181818181818,1466.6666666666667
13325,2,1,1290,4636,1.0,1924,98112,600000.0,129.42191544434857,2318.0
13326,4,4,3790,7200,2.0,1931,98112,2200000.0,305.55555555555554,1800.0
13327,2,3,2330,3600,2.0,1927,98112,1046250.0,290.625,1800.0
13328,4,4,3500,4000,2.0,2000,98112,1047000.0,261.75,1000.0
13329,4,3,3070,7207,2.0,1927,98112,1715000.0,237.96309143887888,1801.75
13330,8,3,2530,4800,2.0,1901,98112,680000.0,141.66666666666666,600.0
13332,4,4,3010,3600,2.0,1999,98112,1280000.0,355.55555555555554,900.0
13333,2,3,2220,4000,2.0,2000,98112,1425000.0,356.25,2000.0
13336,3,1,1880,5450,1.5,1924,98112,1000000.0,183.4862385321101,1816.6666666666667
13337,4,4,3600,5217,2.0,1947,98112,1350000.0,258.7694077055779,1304.25
13338,3,2,2150,3503,2.0,1921,98112,950000.0,271.19611761347414,1167.6666666666667
13340,3,2,2610,3357,2.0,1926,98112,1049000.0,312.481382186476,1119.0
13341,6,4,5110,7128,2.5,1906,98112,2140000.0,300.22446689113355,1188.0
13342,2,1,1230,1569,2.0,2009,98112,540000.0,344.16826003824093,784.5
13345,3,3,2500,5568,2.0,1905,98112,1185000.0,212.82327586206895,1856.0
13346,8,4,4440,6480,2.0,1959,98112,1970000.0,304.01234567901236,810.0
13347,4,2,2650,6900,2.0,1909,98112,1457000.0,211.15942028985506,1725.0
13348,3,1,1560,4500,1.5,1915,98112,669000.0,148.66666666666666,1500.0
13349,3,2,2050,5160,1.5,1926,98112,739000.0,143.2170542635659,1720.0
13350,3,2,2560,3996,1.5,1910,98112,842500.0,210.83583583583584,1332.0
13351,3,2,2090,4077,1.5,1931,98112,1050000.0,257.54231052244296,1359.0
13352,2,1,1550,3200,1.5,1927,98112,605000.0,189.0625,1600.0
13353,4,2,1710,4178,1.5,1926,98112,895000.0,214.21732886548588,1044.5
13354,4,2,2660,3900,1.5,1923,98112,886000.0,227.17948717948718,975.0
13355,2,1,1040,4172,1.0,1946,98112,370000.0,88.68648130393098,2086.0
13358,5,3,4480,5000,2.5,1902,98112,1990000.0,398.0,1000.0
13359,3,2,2930,6000,2.0,2000,98112,1385000.0,230.83333333333334,2000.0
13361,4,2,2550,5055,2.0,1910,98112,952500.0,188.42729970326408,1263.75
13362,3,2,1200,6240,1.0,1952,98112,718500.0,115.14423076923077,2080.0
13363,4,3,1590,6000,1.5,1925,98112,1062500.0,177.08333333333334,1500.0
13367,4,3,2850,4800,2.5,1905,98112,1325000.0,276.0416666666667,1200.0
13368,3,1,1180,3600,1.5,1926,98112,630500.0,175.13888888888889,1200.0
13369,4,2,2430,3600,2.5,1980,98112,940000.0,261.1111111111111,900.0
13370,4,3,2230,3600,2.0,1906,98112,1003000.0,278.6111111111111,900.0
13371,3,1,1240,4000,1.0,1968,98112,699999.0,174.99975,1333.3333333333333
13372,3,3,2320,5000,2.0,1907,98112,900000.0,180.0,1666.6666666666667
13373,4,3,3320,8325,2.5,1905,98112,1800000.0,216.21621621621622,2081.25
13375,2,1,950,4560,1.5,1925,98112,450000.0,98.6842105263158,2280.0
13376,4,4,4645,7757,2.0,2006,98112,1595000.0,205.62072966352972,1939.25
13379,4,5,3130,5126,3.0,2014,98112,1333000.0,260.04682013265705,1281.5
13381,4,4,3440,3800,3.0,2014,98112,1285000.0,338.1578947368421,950.0
13382,4,2,2360,4000,2.0,2013,98112,1300000.0,325.0,1000.0
13383,4,4,3950,6240,2.0,2015,98112,1698000.0,272.11538461538464,1560.0
13386,3,3,2300,3060,1.5,1930,98115,696000.0,227.45098039215685,1020.0
13388,2,1,1430,5000,1.5,1925,98115,455000.0,91.0,2500.0
13389,2,1,1070,4500,1.0,1937,98115,415000.0,92.22222222222223,2250.0
13395,2,1,800,4342,1.0,1927,98115,410000.0,94.42653155228005,2171.0
13396,4,3,2430,6099,1.0,1965,98115,760000.0,124.61059190031153,1524.75
13397,3,2,1910,5753,1.0,1941,98115,595000.0,103.42430036502694,1917.6666666666667
13398,3,1,910,5212,1.0,1951,98115,565000.0,108.40368380660016,1737.3333333333333
13399,3,2,1250,6041,1.5,1942,98115,530000.0,87.73381890415494,2013.6666666666667
13400,3,2,2070,5500,1.0,1946,98115,645000.0,117.27272727272727,1833.3333333333333
13401,4,3,2160,8158,1.0,1952,98115,585000.0,71.70875214513362,2039.5
13402,4,2,2020,6867,1.0,1942,98115,625000.0,91.01499927188,1716.75
13403,4,3,3460,7749,2.0,1950,98115,1750000.0,225.83559168925024,1937.25
13404,2,1,880,3000,1.0,1924,98115,406000.0,135.33333333333334,1500.0
13405,4,2,1760,5356,1.0,1950,98115,585000.0,109.22330097087378,1339.0
13406,4,2,1680,5000,1.0,1950,98115,588000.0,117.6,1250.0
13407,3,1,1670,4080,1.0,1967,98115,533000.0,130.63725490196077,1360.0
13409,2,1,1050,5671,1.0,1949,98115,439000.0,77.41139128901429,2835.5
13410,4,3,2390,6820,2.0,1945,98115,799000.0,117.15542521994135,1705.0
13411,5,3,2980,7095,2.5,1998,98115,932800.0,131.47286821705427,1419.0
13413,3,2,1620,4200,1.0,1945,98115,500000.0,119.04761904761905,1400.0
13415,4,3,3120,5000,2.0,2005,98115,799000.0,159.8,1250.0
13416,4,2,1780,6120,1.0,1951,98115,587500.0,95.99673202614379,1530.0
13417,3,2,2360,8290,1.0,1950,98115,753000.0,90.83232810615199,2763.3333333333335
13418,4,3,2610,3500,1.5,1927,98115,824500.0,235.57142857142858,875.0
13420,2,1,880,5111,1.0,1931,98115,400000.0,78.2625709254549,2555.5
13421,3,2,2080,7020,1.0,1951,98115,555000.0,79.05982905982906,2340.0
13422,3,2,2440,5750,1.0,1939,98115,875000.0,152.17391304347825,1916.6666666666667
13424,4,3,2140,4000,1.0,1951,98115,625000.0,156.25,1000.0
13425,4,3,2300,6158,2.0,1999,98115,775000.0,125.85254952906789,1539.5
13427,4,2,2000,3800,2.0,2001,98115,815000.0,214.47368421052633,950.0
